fullName_E;sdnType_E;program_E;city_E;country_E
LIMITED LIABILITY COMPANY INSPIRA INVEST A;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY ATLANT S;Entity;RUSSIA-EO14024;Moscow;Russia
DAR AL SALAM FOR TRAVEL & TOURISM;Entity;SDGT;NULL;Lebanon
PARSEK LLC;Entity;NPWMD;Moscow;Russia
AL AMIR CO. FOR ENGINEERING, CONSTRUCTION AND GENERAL TRADE SARL;Entity;SDGT;Beirut;Lebanon
INSHAAT CO SARL;Entity;SDGT;Baabda;Lebanon
GOLDEN GROUP SAL OFF SHORE;Entity;SDGT;Beirut;Lebanon
GOLDEN GROUP TRADING SARL;Entity;SDGT;Beirut;Lebanon
JAMMOUL AND AYAD FOR INDUSTRY AND TRADE;Entity;SDGT;Jiyeh;Lebanon
LAND METICS SARL;Entity;SDGT;Beirut;Lebanon
LANDMETICS SAL OFF-SHORE;Entity;SDGT;Beirut;Lebanon
TOP FASHION GMBH KONFEKTIONSBUGELEI;Entity;SDGT;Grossbeeren;Germany
HAMIDCO INVESTMENT LIMITED;Entity;SDGT;Lusaka;Zambia
HAMER AND NAIL CONSTRUCTION LIMITED;Entity;SDGT;Lusaka;Zambia
PUBLIC JOINT STOCK COMPANY BANK FINANCIAL CORPORATION OTKRITIE;Entity;RUSSIA-EO14024;Moscow;Russia
PUBLIC JOINT STOCK COMPANY INSURANCE COMPANY ROSGOSSTRAKH;Entity;RUSSIA-EO14024;Lyubertsy;Russia
OTKRITIE LTD GROUP;Entity;RUSSIA-EO14024;Limassol;Cyprus
OTKRITIE BROKER GROUP;Entity;RUSSIA-EO14024;Moscow;Russia
NPF OTKRITIE GROUP;Entity;RUSSIA-EO14024;Moscow;Russia
OOO TAMOZHENNAYA KARTA;Entity;RUSSIA-EO14024;Moscow;Russia
OOO OTKRITIE FACTORING;Entity;RUSSIA-EO14024;Moscow;Russia
PAO ROSGOSSTRAKH BANK;Entity;RUSSIA-EO14024;Moscow;Russia
OOO RGS HOLDING;Entity;RUSSIA-EO14024;Moscow;Russia
OOO NAVIGATOR ASSET MANAGEMENT;Entity;RUSSIA-EO14024;Moscow;Russia
OOO OTKRITIE ASSET MANAGEMENT;Entity;RUSSIA-EO14024;Moscow;Russia
OOO OTKRITIE CAPITAL;Entity;RUSSIA-EO14024;Moscow;Russia
OTKRITIE CAPITAL CYPRUS LIMITED;Entity;RUSSIA-EO14024;Limassol;Cyprus
PUBLIC JOINT STOCK COMPANY URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT;Entity;RUSSIA-EO14024;Yekaterinburg;Russia
CENTER FOR SUPPORT AND DEVELOPMENT OF PUBLIC INITIATIVE CREATIVE DIPLOMACY;Entity;RUSSIA-EO14024;Moscow;Russia
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FOREKS;Entity;RUSSIA-EO14024;Moscow;Russia
VTB BANK EUROPE SE;Entity;RUSSIA-EO14024;Frankfurt am Main;Germany
VIETNAM-RUSSIA JOINT VENTURE BANK;Entity;RUSSIA-EO14024;Hanoi;Vietnam
JOINT STOCK COMPANY SAROVBUSINESSBANK;Entity;RUSSIA-EO14024;Sarov;Russia
WEST SIBERIAN COMMERCIAL BANK PUBLIC JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Tyumen;Russia
LIMITED LIABILITY COMPANY MARKET FUND ADMINISTRATION;Entity;RUSSIA-EO14024;Derbent;Russia
LIMITED LIABILITY COMPANY YOOMONEY;Entity;RUSSIA-EO14024;Moscow;Russia
ARIMERO HOLDING LIMITED;Entity;RUSSIA-EO14024;Limassol;Cyprus
TEKHNOLOGII KREDITOVANIYA LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
VYDAYUSHCHIESYA KREDITY MICROCREDIT COMPANY LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY RASCHETNIYE RESHENIYA;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY SBERBANK FACTORING;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY SBERBANK CIB HOLDING;Entity;RUSSIA-EO14024;Moscow;Russia
INSURANCE COMPANY SBERBANK LIFE INSURANCE LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY PROMISING INVESTMENTS;Entity;RUSSIA-EO14024;Odintsovo;Russia
IKS JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Nizhny Novgorod;Russia
PUBLIC JOINT STOCK COMPANY ALROSA;Entity;RUSSIA-EO14024;Moscow;Russia
PROMSVYAZBANK PUBLIC JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
DIRECTORATE OF PROCUREMENT OF THE COMMANDER-IN-CHIEF OF DEFENSE SERVICES ARMY;Entity;BURMA-EO14014;Nay Pyi Taw City;Burma
KT SERVICES & LOGISTICS KTSL COMPANY LIMITED;Entity;BURMA-EO14014;Rangoon;Burma
ALKES TREID OOO;Entity;RUSSIA-EO14024;Moscow;Russia
ANTARES OOO;Entity;RUSSIA-EO14024;Moscow;Russia
ELITNYE DOMA OOO;Entity;RUSSIA-EO14024;Moscow;Russia
PSB INNOVATIONS AND INVESTMENTS LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
ERA FUND LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Samara;Russia
PSB-FOREKS OOO;Entity;RUSSIA-EO14024;Moscow;Russia
KHOLTSVUD OOO;Entity;RUSSIA-EO14024;Moscow;Russia
KOURF OOO;Entity;RUSSIA-EO14024;Lyubertsy;Russia
MANAGEMENT COMPANY PROMSVYAZ LLC;Entity;RUSSIA-EO14024;Moscow;Russia
PASKAL OOO;Entity;RUSSIA-EO14024;Moscow;Russia
PSB BIZNES OOO;Entity;RUSSIA-EO14024;Moscow;Russia
PUBLIC JOINT STOCK COMPANY TRANSKAPITALBANK;Entity;RUSSIA-EO14024;Moscow;Russia
SAINT-PETERSBURG INTERNATIONAL BANKING CONFERENCE LLC;Entity;RUSSIA-EO14024;Moscow;Russia
SERGIEVO-POSAD LEND OOO;Entity;RUSSIA-EO14024;Shemetovo;Russia
PSB AVIALIZING OOO;Entity;RUSSIA-EO14024;NULL;Russia
TEKHNOSOFT OOO;Entity;RUSSIA-EO14024;NULL;Russia
TRINITEX OOO;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY INVESTTRADEBANK;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY ALFA-BANK;Entity;RUSSIA-EO14024;Moscow;Russia
T-PLATFORMS;Entity;RUSSIA-EO14024;Moscow;Russia
ALFA CAPITAL MARKETS LTD;Entity;RUSSIA-EO14024;Nicosia;Cyprus
ALFA-FOREX LLC;Entity;RUSSIA-EO14024;Moscow;Russia
ALFA-LIZING OOO;Entity;RUSSIA-EO14024;Moscow;Russia
ALFA-DIRECT;Entity;RUSSIA-EO14024;Moscow;Russia
AMSTERDAM TRADE BANK NV;Entity;RUSSIA-EO14024;Amsterdam;Netherlands
WORLD HUMAN CARE;Entity;SDGT;Tangerang Selatan;Indonesia
SOVCOMBANK OPEN JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Kostroma;Russia
AKTSIONERNOE OBSHCHESTVO FINTENDER;Entity;RUSSIA-EO14024;Kostroma;Russia
BANK NATIONAL FACTORING COMPANY JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
SOVCOMBANK FACTORING LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
BEST2PAY LIMITED;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
INDUSTRIAL-COMMERCIAL PRIVATE UNITARY ENTERPRISE MINOTOR-SERVICE;Entity;BELARUS-EO14038;Minsk;Belarus
GMCS MANAGEMENT LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
SEPTEM CAPITAL LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
BANK DABRABYT JOINT STOCK COMPANY;Entity;BELARUS-EO14038;Minsk;Belarus
JOINT STOCK COMPANY SOVCOMBANK LIFE;Entity;RUSSIA-EO14024;Moscow;Russia
BELARUSSIAN BANK OF DEVELOPMENT AND RECONSTRUCTION BELINVESTBANK JOINT STOCK COMPANY;Entity;BELARUS-EO14038;Minsk;Belarus
MOBILNYE PLATEZHI LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
RUSKONSALT;Entity;RUSSIA-EO14024;Moscow;Russia
SOLLERS-FINANCE LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
CJSC BELBIZNESLIZING;Entity;BELARUS-EO14038;Minsk;Belarus
SOVCOMBANK ASSET MANAGEMENT LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY BELINVEST-ENGINEERING;Entity;BELARUS-EO14038;Minsk;Belarus
SOVCOMBANK SECURITIES LIMITED;Entity;RUSSIA-EO14024;Nicosia;Cyprus
SOVCOMBANK TECHNOLOGIES LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Odintsovo;Russia
SOVKOM FAKTORING;Entity;RUSSIA-EO14024;Moscow;Russia
SOVKOM LIZING;Entity;RUSSIA-EO14024;Moscow;Russia
SOVCOMCARD LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Kostroma;Russia
TSIFROVYE TEKHNOLOGII BUDUSHCHEGO LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Kostroma;Russia
USM LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Kostroma;Russia
AKTSIONERNOE OBSHCHESTVO SOVKOMBANK STRAKHOVANIE;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
PUBLIC JOINT STOCK COMPANY KB VOSTOCHNY;Entity;RUSSIA-EO14024;Amur;Russia
AKTSIONERNOE OBSHCHESTVO RTS-KHOLDING;Entity;RUSSIA-EO14024;Moscow;Russia
MINSK WHEEL TRACTOR PLANT;Entity;BELARUS-EO14038;NULL;Belarus
LLC SYNESIS;Entity;BELARUS-EO14038;Minsk;Belarus
LLC 24X7 PANOPTES;Entity;BELARUS-EO14038;Minsk;Belarus
STATE OWNED FOREIGN TRADE UNITARY ENTERPRISE BELSPETSVNESHTECHNIKA;Entity;BELARUS-EO14038;Minsk;Belarus
OKB TSP SCIENTIFIC PRODUCTION LIMITED LIABILITY COMPANY;Entity;BELARUS-EO14038;Minsk;Belarus
STATE AUTHORITY FOR MILITARY INDUSTRY OF THE REPUBLIC OF BELARUS;Entity;BELARUS-EO14038;Minsk;Belarus
OOO SOKHRA;Entity;BELARUS-EO14038;Bolbasovo;Belarus
ODNA RODYNA;Entity;ELECTION-EO13848;NULL;Russia
RHYTHM OF EURASIA;Entity;ELECTION-EO13848;NULL;Russia
JOURNAL KAMERTON;Entity;ELECTION-EO13848;Moscow;Russia
ORIENTAL REVIEW;Entity;RUSSIA-EO14024;NULL;Russia
NEW EASTERN OUTLOOK;Entity;RUSSIA-EO14024;NULL;Russia
GEOPOLITICA;Entity;UKRAINE-EO13660;NULL;Russia
UNITED WORLD INTERNATIONAL;Entity;UKRAINE-EO13661;NULL;Russia
TACTICAL MISSILES CORPORATION JSC;Entity;RUSSIA-EO14024;Korolev;Russia
PSB LIZING OOO;Entity;RUSSIA-EO14024;Moscow;Russia
ALALAMIYAH EXPRESS COMPANY FOR EXCHANGE AND REMITTANCE;Entity;SDGT;Sana'a;Yemen
AL HADHA EXCHANGE CO.;Entity;SDGT;Sana'a;Yemen
FANI OIL TRADING FZE;Entity;SDGT;NULL;United Arab Emirates
AURUM SHIP MANAGEMENT FZC;Entity;SDGT;NULL;United Arab Emirates
PERIDOT SHIPPING AND TRADING LLC;Entity;SDGT;Sharjah;United Arab Emirates
JJO GENERAL TRADING GIDA SANAYI VE TICARET ANONIM SIRKETI;Entity;SDGT;Istanbul;Turkey
KINAHAN ORGANIZED CRIME GROUP;Entity;TCO;NULL;Ireland
PUBLIC JOINT STOCK COMPANY INTEGRAL;Entity;BELARUS-EO14038;Minsk;Belarus
GARANTI IHRACAT ITHALAT KUYUMCULUK DIS TICARET LIMITED SIRKETI;Entity;SDGT;Istanbul;Turkey
MOAZ ABDULLA DAEL FOR IMPORT AND EXPORT;Entity;SDGT;Sana'a;Yemen
AL FOULK TRADING CO. L.L.C;Entity;SDGT;Dubai;United Arab Emirates
OROFINO NV;Entity;DRCONGO;Antwerp;Belgium
OJSC KB RADAR-MANAGING COMPANY HOLDING RADAR SYSTEM;Entity;BELARUS-EO14038;Minsk;Belarus
JSC 558 AIRCRAFT REPAIR PLANT;Entity;BELARUS-EO14038;Baranovichi;Belarus
BUSINESS-FINANCE LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
JSC INFRAVEB;Entity;RUSSIA-EO14024;Moscow;Russia
LLC RESORT ZOLOTOE KOLTSO;Entity;RUSSIA-EO14024;NULL;Russia
JSC RUSSIAN EXPORT CENTER;Entity;RUSSIA-EO14024;Moscow;Russia
LLC VEB VENTURES;Entity;RUSSIA-EO14024;Moscow;Russia
LLC VEB SERVICE;Entity;RUSSIA-EO14024;Moscow;Russia
LLC SPECIAL ORGANIZATION FOR PROJECT FINANCE FACTORY OF PROJECT FINANCE;Entity;RUSSIA-EO14024;Moscow;Russia
LLC SIBUGLEMET GROUP;Entity;RUSSIA-EO14024;Moscow;Russia
JSC ANGSTREM-T;Entity;RUSSIA-EO14024;Zelenograd;Russia
LLC NM-TEKH;Entity;RUSSIA-EO14024;Zelenograd;Russia
NERO DRINKS COMPANY LIMITED;Entity;TCO;Glasgow;United Kingdom
HOOPOE SPORTS LLC;Entity;TCO;Dubai;United Arab Emirates
JSC SLAVA;Entity;RUSSIA-EO14024;Moscow;Russia
DUCASHEW GENERAL TRADING LLC;Entity;TCO;Dubai;United Arab Emirates
JSC PFC CSKA;Entity;RUSSIA-EO14024;Moscow;Russia
LLC TORGOVY KVARTAL-NOVOSIBIRSK;Entity;RUSSIA-EO14024;Novosibirsk;Russia
LLC BAIKAL CENTER;Entity;RUSSIA-EO14024;Moscow;Russia
LLC PROGOROD;Entity;RUSSIA-EO14024;Moscow;Russia
LLC VEB.RF ASSET MANAGEMENT;Entity;RUSSIA-EO14024;Moscow;Russia
ALEXSONG PTE LTD;Entity;RUSSIA-EO14024;Singapore;Singapore
OOO NAUCHNO-TEKHNICHESKII TSENTR METROTEK;Entity;RUSSIA-EO14024;Moscow;Russia
OOO PAMKIN KHAUS;Entity;RUSSIA-EO14024;Moscow;Russia
OOO FOTON PRO;Entity;RUSSIA-EO14024;Saransk;Russia
CENTRAL RESERVE POLICE;Entity;GLOMAG;NULL;Sudan
MALBERG LIMITED;Entity;RUSSIA-EO14024;Santa Venera;Malta
DJECO GROUP LP;Entity;RUSSIA-EO14024;Edinburgh;United Kingdom
DJECO GROUP HOLDING LTD;Entity;RUSSIA-EO14024;Santa Venera;Malta
MALTARENT LTD;Entity;RUSSIA-EO14024;Santa Venera;Malta
LAKHTA PLAZA, OOO;Entity;RUSSIA-EO14024;St. Petersburg;Russia
LAKHTA PARK, OOO;Entity;RUSSIA-EO14024;Pargolovo;Russia
LAKHTA PARK PREMIUM, OOO;Entity;RUSSIA-EO14024;St. Petersburg;Russia
SCI GRIBER;Entity;RUSSIA-EO14024;Antibes;France
SERNIA-FILM CO, LTD;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY OSTOZHENKA 19;Entity;RUSSIA-EO14024;Moscow;Russia
OOO SERNIYA INZHINIRING;Entity;RUSSIA-EO14024;Moscow;Russia
KATINA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA NEKRETNINE I UGOSTITELJSTVO;Entity;RUSSIA-EO14024;Zagreb;Croatia
OOO SERTAL;Entity;RUSSIA-EO14024;Moscow;Russia
T.G.A. D.O.O. ZA TRGOVINU I USLUGE;Entity;RUSSIA-EO14024;Zagreb;Croatia
MAJORY LLP;Entity;RUSSIA-EO14024;London;United Kingdom
PHOTON PRO LLP;Entity;RUSSIA-EO14024;London;United Kingdom
OOO ROBIN TREID;Entity;RUSSIA-EO14024;Moscow;Russia
INVENTION BRIDGE SL;Entity;RUSSIA-EO14024;Barcelona;Spain
NOVILAB MOBILE, LLC;Entity;RUSSIA-EO14024;Moscow;Russia
0DAY TECHNOLOGIES;Entity;RUSSIA-EO14024;Moscow;Russia
AO NII VEKTOR;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
FEDERAL STATE UNITARY ENTERPRISE CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF ECONOMICS INFORMATICS AND MANAGEMENT SYSTEMS;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
ZAO AKUTA;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
CREDIT BANK OF MOSCOW PUBLIC JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
JSC PKK MILANDR;Entity;RUSSIA-EO14024;Moscow;Russia
LIMITED LIABILITY COMPANY RVC MANAGEMENT COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
AO RUSSIAN HIGH TECHNOLOGIES;Entity;RUSSIA-EO14024;Moscow;Russia
OOO LAVINA PULS;Entity;RUSSIA-EO14024;Moscow;Russia
OOO ITERANET;Entity;RUSSIA-EO14024;Moscow;Russia
AO INFORUS;Entity;RUSSIA-EO14024;Moscow;Russia
VALENZUELA DRUG TRAFFICKING ORGANIZATION;Entity;ILLICIT-DRUGS-EO14059;NULL;Mexico
ARFEL TRANSPORTADORA COOL LOGISTIC, S.A. DE C.V.;Entity;ILLICIT-DRUGS-EO14059;Guadalajara;Mexico
SERVICIOS DE TRANSPORTE MARUHA, SOCIEDAD ANONIMA DE CAPITAL VARIABLE;Entity;ILLICIT-DRUGS-EO14059;Culiacan;Mexico
TRANSPORTES REFRIGERADOS PANDAS TRUCKING, SOCIEDAD ANONIMA DE CAPITAL VARIABLE;Entity;ILLICIT-DRUGS-EO14059;Culiacan;Mexico
AGOR DMCC;Entity;DRCONGO;Dubai;United Arab Emirates
AGR INTERNATIONAL LIMITED;Entity;DRCONGO;Mahe;Seychelles
ALAXY;Entity;DRCONGO;Antwerp;Belgium
CG - VASTGOED INVEST;Entity;DRCONGO;Antwerp;Belgium
GOETZ GOLD LLC;Entity;DRCONGO;Dubai;United Arab Emirates
PREMIER GOLD REFINERY LLC;Entity;DRCONGO;Dubai;United Arab Emirates
WWG DIAMONDS;Entity;DRCONGO;Antwerp;Belgium
LIMITED LIABILITY COMPANY NEMCHINOVO INVESTMENTS;Entity;RUSSIA-EO14024;Odintsovo d. Nemchinovo;Russia
OTKRYTYE AKTIVY OOO;Entity;RUSSIA-EO14024;Moscow;Russia
ALTITUDE X3 LTD;Entity;RUSSIA-EO14024;NULL;Bermuda
AVANFORT OOO;Entity;RUSSIA-EO14024;Moscow;Russia
SOVA NEDVIZHIMOST OOO;Entity;RUSSIA-EO14024;Odintsovo;Russia
FIRMA VEARDON OOO;Entity;RUSSIA-EO14024;Moscow;Russia
ZARECHE-4 OOO;Entity;RUSSIA-EO14024;NULL;Russia
JOINT STOCK COMPANY FEDERAL SCIENTIFIC AND PRODUCTION CENTER TITAN BARRIKADY;Entity;RUSSIA-EO14024;Volgograd;Russia
PUBLIC JOINT-STOCK COMPANY ODK-KUZNETSOV;Entity;RUSSIA-EO14024;Samara;Russia
KATIBAT AL TAWHID WAL JIHAD;Entity;SDGT;NULL;Syria
JOINT STOCK COMPANY ODK-KLIMOV;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
IZHEVSK UNMANNED SYSTEMS RESEARCH AND PRODUCTION ASSOCIATED LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Izhevsk;Russia
ODK-SATURN PUBLIC JOINT-STOCK COMPANY;Entity;RUSSIA-EO14024;Rybinsk;Russia
NIZHNIY NOVGOROD SOKOL AIRCRAFT MANUFACTURING PLANT;Entity;RUSSIA-EO14024;Nizhny Novgorod;Russia
KOMSOMOLSK-ON-AMUR AVIATION PLANT;Entity;RUSSIA-EO14024;Komsomolsk On Amur;Russia
VSEROSSISKIY INSTITUT AVIATSIONNYKH MATERIALOV;Entity;RUSSIA-EO14024;Moscow;Russia
JSC RESEARCH AND PRODUCTION ASSOCIATION KVANT;Entity;RUSSIA-EO14024;Veliky Novgorod;Russia
MAKEYEV STATE MISSILE CENTER;Entity;RUSSIA-EO14024;Miass;Russia
KURGANMASHZAVOD;Entity;RUSSIA-EO14024;Kurgan;Russia
JSC CENTRAL RESEARCH INSTITUTE OF AUTOMATION AND HYDRAULICS;Entity;RUSSIA-EO14024;Moscow;Russia
AVIASTAR-SP AIRCRAFT MANUFACTURING ENTERPRISE;Entity;RUSSIA-EO14024;Ulyanovsk;Russia
RADIOAVTOMATIKA LLC;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY RESEARCH AND PRODUCTION CORPORATION KONSTRUKTORSKOYE BYURO MASHYNOSTROYENIYA;Entity;RUSSIA-EO14024;Kolomna;Russia
DESIGN BUREAU OF SPECIAL MACHINE-BUILDING;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
JSC NOVOSIBIRSK AIRCRAFT PRODUCTION ASSOCIATION PLANT NAMED AFTER V.P. CHKALOV;Entity;RUSSIA-EO14024;Novosibirsk;Russia
IRKUTSK AVIATION PLANT;Entity;RUSSIA-EO14024;Irkutsk;Russia
PUBLIC JOINT-STOCK COMPANY ODK-UFIMSKOYE MOTOROSTROITELNOYE PRODUCTION ASSOCIATION;Entity;RUSSIA-EO14024;NULL;Russia
THE PLANAR COMPANY;Entity;RUSSIA-EO14024;Izhevsk;Russia
JOINT STOCK COMPANY SALAVAT CHEMICAL PLANT;Entity;RUSSIA-EO14024;Salavat;Russia
JOINT STOCK COMPANY AVANGARD;Entity;RUSSIA-EO14024;Safonovo;Russia
FUJIAN PROVINCIAL PINGTAN COUNTY OCEAN FISHING GROUP CO., LTD.;Entity;GLOMAG;Fujian;China
HEROIC TREASURE LIMITED;Entity;GLOMAG;NULL;Virgin Islands, British
MARS HARVEST CO., LTD.;Entity;GLOMAG;NULL;Virgin Islands, British
MYANMAR CHEMICAL AND MACHINERY COMPANY LIMITED;Entity;BURMA-EO14014;Naypyitaw;Burma
INTERNATIONAL GATEWAYS GROUP OF COMPANY LIMITED;Entity;BURMA-EO14014;Mayangone Township;Burma
APOLLON OOO;Entity;DPRK2;Vladivostok;Russia
ZEEL - M CO., LTD.;Entity;DPRK2;Vladivostok;Russia
RK BRIZ, OOO;Entity;DPRK2;Putyatin;Russia
HTOO GROUP OF COMPANIES;Entity;BURMA-EO14014;Yangon;Burma
SRL SKYLINE AVIATION;Entity;UKRAINE-EO13685;NULL;San Marino
66TH LIGHT INFANTRY DIVISION;Entity;BURMA-EO14014;Pyay Township;Burma
ASIA GREEN DEVELOPMENT BANK LTD;Entity;BURMA-EO14014;Yangon;Burma
STATE DUMA OF THE FEDERAL ASSEMBLY OF THE RUSSIAN FEDERATION;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY KRONSHTADT;Entity;RUSSIA-EO14024;Moscow;Russia
AKTSIONERNOE OBSHCHESTVO GOSUDARSTVENNOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE REGION;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY 711 AIRCRAFT REPAIR PLANT;Entity;RUSSIA-EO14024;Borisoglebsk;Russia
JOINT STOCK COMPANY URAL DESIGN BUREAU DETAL;Entity;RUSSIA-EO14024;Kamensk-Uralskiy;Russia
JOINT STOCK COMPANY CENTRAL DESIGN BUREAU OF AUTOMATICS;Entity;RUSSIA-EO14024;Omsk;Russia
PUBLIC JOINT STOCK COMPANY ARZAMASSKOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE TEMP-AVIA;Entity;RUSSIA-EO14024;Arzamas;Russia
INTERNATIONAL HELICOPTERS PROGRAMS LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Lyubertsy;Russia
JOINT STOCK COMPANY HELICOPTER SERVICE COMPANY;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY ULAN-UDE AVIATION PLANT;Entity;RUSSIA-EO14024;Ulan-Ude;Russia
JOINT STOCK COMPANY KUMERTAU AVIATION PRODUCTION ENTERPRISE;Entity;RUSSIA-EO14024;Kumertau;Russia
JOINT STOCK COMPANY CONCERN GRANIT-ELECTRON;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
AKTSIONERNOE OBSHCHESTVO PETROVSKII ELEKTROMEKHANICHESKII ZAVOD MOLOT;Entity;RUSSIA-EO14024;Petrovsk;Russia
LIMITED LIABILITY COMPANY CENTER OF PURCHASES AND LOGISTICS OF THE HELICOPTER INDUSTRY;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY AZOVSKI OPTIKO MECHANICHESKY ZAVOD;Entity;RUSSIA-EO14024;Azov;Russia
JOINT STOCK COMPANY 150 AIRCRAFT REPAIR PLANT;Entity;RUSSIA-EO14024;Svetlyi;Russia
JOINT STOCK COMPANY SEVERNIY PRESS;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
JOINT STOCK COMPANY MACHINE BUILDING DESIGN BUREAU;Entity;RUSSIA-EO14024;Moscow;Russia
AKTSIONERNOE OBSHCHESTVO SARATOVSKI RADIOPRIBORNYI ZAVOD;Entity;RUSSIA-EO14024;Saratov;Russia
JOINT STOCK COMPANY STATE MACHINE BUILDING DESIGN BUREAU VYMPEL BY NAME I.I. TOROPOV;Entity;RUSSIA-EO14024;Moscow;Russia
JOINT STOCK COMPANY 356 AIRCRAFT REPAIR PLANT;Entity;RUSSIA-EO14024;Engels;Russia
TRV AUTO LIMITED LIABILITY COMPANY;Entity;RUSSIA-EO14024;Korolev;Russia
JOINT STOCK COMPANY 810 AIRCRAFT REPAIR PLANT;Entity;RUSSIA-EO14024;Chita;Russia
RADUGA STATE MACHINE BUILDING DESIGN BUREAU JOINT STOCK COMPANY;Entity;RUSSIA-EO14024;Dubna;Russia
JOINT STOCK COMPANY KAZAN HELICOPTERS;Entity;RUSSIA-EO14024;Kazan;Russia
AKTSIONERNOE OBSHCHESTVO RAVENSTVO-SERVICE;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
JOINT STOCK COMPANY SMOLENSK AIRCRAFT PLANT;Entity;RUSSIA-EO14024;Smolensk;Russia
STATE SCIENTIFIC RESEARCH INSTITUTE OF MECHANICAL ENGINEERING IMENI V.V. BAKHIREVA;Entity;RUSSIA-EO14024;Dzerzhinsk;Russia
JSC MBDB ISKRA;Entity;RUSSIA-EO14024;Moscow;Russia
AKTSIONERNOE OBSHCHESTVO TURAEVSKOE MASHINOSTROITELNOE KONSTRUKTORSKOE BYURO SOYUZ;Entity;RUSSIA-EO14024;Lytkarino;Russia
JSC RAWENSTVO;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
JOINT STOCK COMPANY SALUTE;Entity;RUSSIA-EO14024;Samara;Russia
JOINT STOCK COMPANY RYAZANSKOE KONSTRUKTORSKOE BJURO GLOBUS;Entity;RUSSIA-EO14024;Ryazan;Russia
JOINT STOCK COMPANY CONCERN SEA UNDERWATER WEAPON GIDROPRIBOR;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
JOINT STOCK COMPANY ZAVOD KULAKOVA;Entity;RUSSIA-EO14024;Saint Petersburg;Russia
